Suquelish Dykailum 
Sawkat Single:
Sawkattor Singular:
Sawkattoriti Sinularity:
Saxoy Axis:
Sayff Spare:
Sayjsleffa Umbrella:
Saykohg Conscious:
Sebrif Case:
Seduce: Lurtesh
Seduced: Lurtesht
Seduces: Lurteshes
Seducing: Lurteshnig
Seef Doze:
Seeffet Kernel:
Seejoor Praise:
Seekon Canvas:
Seerekeeff Acknowledge: 
Seerekeepent Acknowledgement: 
Seffoos Refuse:
Segum Money:
Sekked Limit:
Seklahdane Persecute:
Seklahdanshin Persecution:
Selloin Figure:
Sellone Counsel:
Sellorm Morsel:
Selnt Print:
Selnt Type:
Selnteer Typist:
Selntnig Printing:
Selntuskribber Typewriter:
Selvasilly Individually:
Selvasiloe Individual:
Semoden Compromise:
Semoos Amuse:
Senberdane Atmosphere:
Senchelloe Midnight:
Sennestoe Noon:
Sennpee Midway:
Sentreel Middle:
Sentrik Central:
Sentrin Center:
Sentrinnestoe Midday:
Sentrium Century:
Seprevate Separate:
Seprevayshin Separation:
Seprit Divide:
Seproe’shin Division:
Seprois Divorce:
Septan Onion
Seqorjin Skeleton:
Sequah Indulge:
Sequah Major:
Sequahdy Majority:
Sequahgent Indulgent:
Sequahnig Indulging:
Sequahntis Indulgence:
Sequaht Indulged:
Seratoos Tedious:
Serd Round:
sergeeno Already:
Sergog Miser:
Sergogenoss Miserliness:
Sergogly Miserly:
Serkatoe Carnival:
Seroo Brasseire:
Serp Lie:
Serparg Liar:
Serplell Slander:
Serraw Straw:
Serrawpruse Strawberry:
Serrount Sphere:
Seth With:
Sethain Within:
Sethtog Without:
Sevvekkah Royalties:
Shab Club:
Shad Fleet:
Shadi Rabbi:
Shahhone Shame:
Shahohni Shameful:
Shahohnloss Shameless:
Shahvent Appoint:
Shahzad Fluent:
Shahzady Fluently:
Shalps Pants:
Shalps Trousers:
Shanty Fervent:
Shappal Church
Shappel Temple:
Shar Star:
Shard Storm:
Shardtem Tempest:
Shardy Stormy:
Sharindowk Astronaut:
Sharinist Astrologer:
Sharinist Astronomer:
Sharinistry Astrology:
Sharrin Stars:
Sharrinsko Horoscope:
Sharth Thrash:
Shatch Break:
Shatchen Broken:
Shav Bald:
Shawfel Fairy:
Shayf Cook:
Shayfel Cookie:
Shayfnig Cooking:
Shayft Cooked:
Shazbint Ashamed:
Shazzid Fluid:
Sheeb or Salsel Tray:
Sheem Cloth:
Sheer Cut:
Shegen Witch:
Shek Rum:
Shem Yes:
Shenoral Initial:
Shenoralnig Initiating:
Shenoratad Initiated:
Shenorate Initiate:
Shenoravite Initiative:
Sheppeesh Punish:
Sheppeeshent Punishment:
Sheppeeshis Punishes:
Sheppeeshnig Punishing:
Sheppeeshor Punisher:
Sheppeesht Punished:
Shiff Fish:
Shiffet Transfer:
Shifforn Transform:
Shiffornashin Transformation:
Shiffpreetoyn Transaction:
Shik Fight:
Shikodan Combat: (hand to hand type)
Shloot Paint:
Shlootnig Painting:
Shodeo Video:
Shoff Hush:
shold Mild:
Sholdness Mildness:
Shork Brief: Briefcase:
Shorkrat
showl Pour:
Showld Should: 
Showparch Postcard:
Showt Post:
Showtag Postage:
Showter Poster:
Showtoig Postpone:
Showtrefforse Post office:
Shrage Wave:
Shree Arch:
Shreecher Archer: 
Shrew Harsh:
Shripe Shape:
Shry Short:
Shrygage Shortage
Shrygon Shortten:
Shrysaje Shorthand:
Shugi Sugar:
Shuklerum Auricle:
Shunk Valve:
Shurtbram Trial:
Shurtleff Judge:
Shurtleffeen Judgment:
Shyfisk Switch:
Shyska Bashful:
shytor Power:
Shytorfil Powerful:
Sibbaft Submit:
Sibbet Errand:
Sibbopee Subway:
Sibbor Toil:
Sibflurrovay Subsequently:
Sibfodrennoe Subsidiary:
Sibjagernate Subordinate:
Sibjagernoah Subordination:
Sibmusshon Submission:
Sibmussiff Submissive:
Sibsequah Substantial:
Sibskrib Subscribe:
Sibskribbishin Subscription:
Sibtharfoe Substitute:
Sibtharfoeshin Substitution:
Sibvoishin Subtraction:
Sibvoit Subtract:
Sidkakkon Parallel:
Sillah There:
Sillahboe Thereby:
Sillahflum Thereafter:
Sillahrofe Therefore:
Silm Piece:
Sinmeej Movie:
Sinnop Tennis:
Sintenchic Archaic:
Sintenology Archaeology:
Sippia Fuck:
Siren Alarm:
Siren Warn:
Sirennig Warning:
Siroje Rich:
Sirojenoss Richness:
Siseejize Scrutinize:
Siseejoes Scrupulous:
Siz Fry:
Skad Knot:
Skak Wound:
Skakkt Wounded:
Skaknig Wounding:
Skaks Wounds:
Skame Flesh:
Skapik Portrait:
Skapray Portray:
Skep Doubt:
Skid Disk:
Skide Slide:
Skigonont Opponent:
Skimf Drag:
Skimfnig Dragging:
Skimft Dragged:
Skit Sketch:
Sklet Neat:
Skoitamana Aviator:
Skoloest Estate:
Skomow Moscow:
Skomtiss Notice:
Skomtissabbal Noticeable:
Skomtissabli Noticeably:
Skomtissy Notify:
Skoog Dig:
skqeem Peel:
Skraych Scratch:
Skrib Write:
Skribbeer Writer:
Skribeet Letter:
Skribnig Writing:
Skrike Scrape:
Skrinoy Scanty:
Skrom Note:
Skromtoar Notebook:
Skug Itch:
Skuglish Tarnish:
Skup Drop:
Skupnig Dropping:
Skupt Dropped:
Skutter Plaster:
skwit Long:
Skwitbrom Giraffe:
Skwitnig Longing:
Skykah: Above: 
Slahjeed Impulse:
Slahjeediff Impulsive:
Slahjeeds Impulses:
Slan Term:
Slaniggo Terminal:
Sleff Roof:
Slekin Satin:
Slen Scene:
Slep Nap:
Slik Grease:
Slin Sleigh:
Slink Thin:
Sloan Bathroom:
Sloan Lavatory:
Sloan Restroom:
Sloik Wet:
Sloke (In general) Glass
Slumkohj Mattress:
Slun Sound:
Slunjise Silence:
Slunjise Soundless:
Slunjit Quiet:
Slunjit Silent:
Slunjitly Quietly:
Slynegeekoe Opportunity:
Slynig Cunning:
Smaht Creak:
Smath Mist:
Smathy Misty:
Smedor Odor:
Smeen Stun:
Smeent Stunt:
Smeep Hope:
Smelkah Aroma:
Smill Spill:
Smish Crush:
Smish Smash:
Smoo Kiss:
Snaff Steam:
SnaffKorft Steamship:
Snaproga Camera:
Snaprogammare Cameraman:
Snarook Ravel:
Snaykrokin Imprudent:
Snaykrokinsh Imprudence:
Sneargle Tangle:
Snell Fee:
Snill Smell:
Sniploon Prune:
Snippets Scissors:
Snool Sleep:
Snooli Tired:
Snooliss Tireless:
Snoolli Sleepy:
Snyrett Barbar:
Snyrett Troe Barbar Shop:
Soferjeer Philosopher:
Soferjikkal Philosophical:
Soferristry Philosophy:
Soge Bone:
Sohl Class:
Sohleemal Classical:
Sohleemalia Classification:
Sohmion May:
Sokahb: Absorb: 
Sokaht: Absorbed:
Sokos Focus:
Sol Else:
Solah Also:
Soli Explain:
Solineon Explanation:
Solinig Explaining:
Solis Explains:
Solispeet Estimate:
Solit Explained:
Solorn Effort:
Solthillah Elsewhere:
Sonarsh Sorry:
Sonjan Foreign:
Sonjanor Foreigner:
Soom Thus:
Sooplah Gossip:
Soothin Comfort:
Soothin Soothe:
Soothineob Comfortable:
Sorder Censor:
Sorderay Censorship:
Sorga Anthem:
Soseum Privilege:
Sout Vinegar:
Sove Prove:
Sovergat Evident:
Sovergatoe Evidently:
Soverrit Evidence:
Soverrit Proof:
Soverstellor Proofreader:
Soy Say:
  Spahrone Spanish:
Spakkel Crackle:
Span Ton:
Spar Spur:
Sparn Hip:
Sparn Horn:
Sparn Spurn:
Spass: Cramp
Spate Space:
 Spateevan Italian
Spateevoe Italy:
Speen Yield:
Speet Fast:
Speet Quick:
Speet Speed:
Speets Haste:
Speetsily Hastily:
Speetsin Hasten:
Speetsy Hasty:
Speettin Quicken:
Speetue Seedy:
Spen Darn:
Spers Clear:
Spersid Vivid:
Spersidly Vividly:
Spikine Resist:
Spikininse Resistance:
Spinok Dizzy:
Splanjeed Standard:
Spliot Start:
Sploesh Splash:
Splooj Vomit:
Spont Host:
Spontess Hostess:
Spottle Spit:
Sprak Throat:
Spredeega Mayonnaise:
Sprifyan Fountain:
Sprin Phrase:
Spriola Violin:
Sprioleer Violinist:
Spritle or Chid Spoon:
Spuntsnig Swinging:
Spurnts Swing:
Spwegah: Wool
Spynt Tip
Spyntsi Tipsy:
Sqaenfill Wasteful:
Sqahkale Sentence:
Sqane Waste:
Sqayg Line:
Sqayg Square:
Sqaygnig Lining:
sqeeg Skate:
Sqeet Tight:
Sqelt Split:
Sqen Skin:
Sqipass Meadow:
Squat Most:
Squatti Mostly:
Squitam Mosquito:
Squne Yarn:
Squrn Stir:
Stabbot: Brew
Stabbottry: Brewery 
Stagstriant Represent:
Stagstrinshin Representation:
Staklon Pile:
Starn Sport:
Starnell Melon:
Stasean Shrimp:
Statell Lecture:
Statellor Lecturer:
Steat Grind:
Steepolin Condition:
Stellitar Apostle:
Stenzel Fertile:
Stenzelity Fertility:
Steppay Floor:
Steryoyn Oyster:
Stevvane Turkey:
Stewg Turn:
Stewged Turned:
Stewgnig Turning:
Stewgs Turns:
Stichaper Embroider:
Stifukoe Astringent:
Stikoot Drastic:
Stin Pass:
Stingort Passport:
Stinnaj Passage:
Stinnajis Passages:
Stinnanjer Passanger:
Stint Past:
Stirk Mix:
Stirkt Mixed:
Stissil Least:
Stoesh ( Walk in unison) March:
Stortah Easter:
Stoyshard Blizzard:
Stragast Modest:
Stragasty Modesty:
Stragstriavan Representative:
Strahtich Robust:
Strahzoe Boulevard:
Strahzoe Road:
Strahzoe Street:
Strahzovarroom Streetcar:
Strak Quote:
Strakanzie Inn:
  Strakbashin Quotation:
Strakkanzie Hotel
Stralt Halt:
Strang Hair:
Strangsheer Haircut:
Strangsheerer Haircutter:
Strangsheernig Haircutting:
Strangtroe Hair Salon:
Strangwelcher Hairdryer:
Stratahserrount Stratosphere:
Strave Stove:
 Stravij Mister Mr.:
Stravolt Construct:
Stravolted Constructed:
Stravoltnig Constructing:
Strazzoe Thoroughfare:
Strehm Brook:
Strem Flow:
Strem Ray:
Streplise Address:
Striatova Austria:
Striff Silk:
Striffen Silken:
Strik (Iron Bar, Rod); 
Rooghoss (Tavern, Bar, Saloon)
Strikoe Aster:
Strinsive Passive:
Stromagoe Ancestor:
Stromagoni Ancestry:
Stromah: Able: 
Stromahbull Capable:
Stromahjobi Capacity:
Stromahk Skill:
Stromahkfill Skillful:
Stromahkfillon Skillfully:
Stromahkt Stilled:
Stromahtio: Ability:
Stromi Pastry:
Stron Mount
Stron Stroll:
Stroot Best:
Strovell Nasty:
Strovelly Naughty:
Stukripoos Beautician:
Stukripoos Cosmetologist:
Stukripoos Hairdresser:
Stupriss Silly:
Stutradee Apprentice:
Stutradeefon Apprenticeship:
Stutwir Stammer:
Stwat Front:
Stwauch Hem:
Stwet Pest:
Stwettori Pesticide:
Stylot Fashion:
Stylot Style:
Stylot Vogue:
Stylotish Stylish:
Styvekti Wilderness:
Subtelm Whisper:
Suderio Axiom:
Suffandrian Asphyxiate:
Suffij Suffice:
Suffijjin Sufficient:
Suidani Qualify:
Suidanishin Qualification:
Suidaynt Qualified:
Sujaggan Operate:
Sujagganshin Operation:
Sujun Dawn:
Sukach Luggage:
Sukrola Suicide:
Sulf Self:
Sulfish Selfish:
Sulfishnoss Selfishness:
Sum Price:
Sumboe Math:
Sumbokahhtor Mathematician:
Sumbokahtics Mathematics:
sumost Amount:
Suquelish Hebrew 
Suquelleon, Hebrew
Sursess Surplus:
Suwachi Christ:
Suwachi Jesus Christ:
Suwachi’estoe Sunday:
Suxion Lingerie:
Svaller Smother:
Svamat Favor:
Svetlin Horse:
Svetlonum Museum:
Svin Sell:
Svont Sold:
Swage Screw:
Swah Sigh:
swahd-ip Wake up:
Swahm Dear:
Swamf Mop:
Swanage Trade:
Swant Sing:
Swanteer Singer:
Swantnig Singing:
Swaron Devote:
Swarrell Vowel:
Swarth Vow:
Swartht Vowed:
Swavay Lyrics:
Swayb Paw:
Swayjer Control:
Swayjerfon Discipline:
Swayjernig Controlling:
Swayjert Controlled:
Swee Wing:
Sweejwah Nuance:
Sweesh Sweep:
Sweeshes Sweeps:
Sweeshnig Sweeping:
Sweesht Swept:
Swegier Perspire:
Swegiershin Perspiration:
Sweon Swedish:
Sweorin Sweden:
Swerti Express:
Swertishin Expression:
Swiar Bore:
Swiarnig Boring:
Swiart Bored:
Swiffer Broom:
Swige Ham:
Swige Pig:
Swige Pork:
Swinch Brush:
Swinchgrita Toothbrush:
Swingi Bird:
Swinj Fly:
Swinjnig Flying:
Swint Flight:
Swint Song:
Swip Fan:
Swipporn Elephant:
Swire Sure:
Swirely Surely:
Swisdle Whistle:
Swivly Curly:
Swonj Flew:
Swoodar Occur:
Swoodarpanth Occurrence:
Swoom Faint:
Swowl Fowl:
Swoyn Scorch:
Swyper Napkin:
Syeem Mute:
Synase Garage:
T
Tabiqqoe Tobacco:
tablah Bench:
Tada Data:
Taff Laugh:
Taffer Laughter:
Taffert Laughed:
Taffnig Laughing:
Tagahlith Pyramid:
Tahjeer Proper:
Tahroon: Pudding
Tak Chess:
Tamdow Window:
Tamloof: Abort: 
Tamloofin: Abortion: 
Tamori Orchestra:
Tamorigg Orchestrate:
Tamp Prank:
Tampershaf Elegant:
Tan Two:
Tanbol Double:
Tanbol Twice:
Tanjee Twin:
Tanjees Twins:
Tanjoel Couple:
Tanken Table:
Tankensheem Tablecloth:
Tankenspritle Tablespoon:
Tanon Second:
Tanonsage Secondhand:
Tanpeahkula Perpendicular:
Tanroe Serve:
Tanroeer Waiter:
Tanroge Servant:
Tanrove Service:
Tanzan Twenty:
Tanzanth Twentieth:
Tapix Apex:
Tard Dumb:
Tarn Buy:
Tarnase Purchase:
Tarnish: Accent: 
Tarpid Depart:
Tarpidant Department:
Tarpiddore Departure:
Tarstig Luster:
Tarv Stiff:
Tarven Stiffen:
Tash Couch:
Tash Sofa:
Tashoffal Technical:
Tashoffeer Technician:
Tashoffqah Technique:
Tatah Trait:
Tate Heat:
Tatenig Heating:
Tatoroo Emphasize:
Tatorook Emphatic:
Tavel Legal:
Tavesh Law:
Tavesheer Lawyer:
Taveshfil Lawful:
Taveshowpah Legislation:
Tavorn Valid:
Tavorneon Legitimate:
Tavorniat Validity:
Taych Guess:
Taychise Surmise:
Taydo Plenty:
Taydoma Plentiful:
Taykeen Adopt:
Taykeent Adopted:
Taymakim Optimism:
Taymakist Optimist:
Taymakistic Optimistic:
Taynibish Reluctant:
Tazzive Tractor:
Tazzle Track:
Teal Persuade:
Teallshin Persuasion:
Teeg Seat:
Teg Set:
Tegakohgen Propaganda:
Tegan Horror:
Tegan Immense:
Teganbah Horrible:
Teganbah Influence:
Teganbahnig Influencing:
Teganbahs Influences:
Teganbat Influenced:
Teggall Settle:
Teggallmont Settlement:
Teinkass Embarrass:
Tekhan Subdue:
Tektroon Arctic:
Telchahkant Stimulant:
Telchahkoit Stimulate:
Teljin Pattern:
Teljun Among:
Telleen Cattle:
Tellet Polite:
Telletnoss Politeness:
Tellettikal Political:
Tellettiks Politics:
Tellfayj Message:
Tellfayjeer Messager:
Tellfayjis Messages:
Tellorm Mortal:
Tellormi Mortality:
Tellugess Pitch:
Tellugess Tone:
Telm Ask:
Telm Talk:
Telmadon Correspond:
Telmeranashin Communication:
Telmeranate Communicate:
Telmotave Talkative:
Telpon Earn:
Teltob Bottle:
Teltum Bottom:
Tem Scorn:
Temfill Scornful:
Temmuet Strict:
Tempoor Allure:
Tempoornig Alluring:
Tempovolen Pharmacy:
Tenalj Planet:
Teniant Continent:
Termose Feeble:
Terpan Secure:
Terpanwee Security:
Terpine Winter:
Terse Source:
Terslub Lobster:
Tesiponal Antiseptic:
Tess Sun:
Tesskah Cassette:
Tessklayn Sunrise:
Tessteg Sunset:
Tessy Sunny:
Tessyeeth Suntan:
Teswah Nurse:
Teswahti Nursery:
Tet It:
Tethswinji Seagull:
Tethy Sea:
Tethypellooch Seashore:
Thage Ban:
Thahta Shoe:
Thak Sieve:
Thakib Filter:
Thaks Dense:
Thaktoria (Nation: Turkey:)
Tham Them:
Thame Theme:
Thamsulfs Themselves:
Thanjoe Pretty:
Thar Their:
Tharn Then:
Thars Place:
Thase These:
Thasheppal Cathedral:
Thaygon Approve:
Thayon Resign:
Thayont Resigned:
Theah Humor:
Theahhay Humorous:  
Thelnot Athlete:
Therlem Leather:
Thern Rare:
Thernio Rarity:
Thernklute Seldom:
Thernklutly Seldomly:
Thernsfer Weather:
Therran Anther:
Therwig Wither:
Thes This:
Thesianik: Anaesthetic:
Thet That:
Thetch Bow: As in Archery 
Thezzarran Sympathize:
Thezzarranneer Sympathizer:
Thezzarray Sympathy:
Thezzkomoy Symphony:
Thich Patch:
Thife Thorn:
Thilla Where:
Thillays Whereas:
Thinj Size:
Thit Slow:
Thitly Slowly:
Thobay Stony:
Thobe Stone:
Thoig Blind:
Thoignoss Blindness:
Tholian Satellite:
Thom Moth:
Thomoos Fable:
Thomoos Tale:
Thon Than:
Thoonj Smooth:
Thoosgrel Zeal:
Thorch Wrath:
Thossel Brother:
Thotlich Sandal:
Thoy They:
Thradurase Endurance:
Thrapinor Endeaver:
Thrawk Pain:
Thrawkfil Painful:
Thrawkfilly Painfully:
Thrawkloss Painless:
Threen Though:
Thren Share:
Threngrappeer Shareholder:
Thrinj Throng:
Thrittor Fiber:
Thronilliffer Philanthropist:
Thronj Worth:
Thronji Worthy:
Thronjloss Worthless:
Thrope Through:
throsim Victim:
Throtout Throughout:
Thuse Those:
Thwin Thaw:
Tiallappi Exaggerate:
Tiallappinig Exaggerating:
Tiallappit Exaggerated:
Tiarnajin Nomination:
Tiarnate Nominate:
Tibosh Debate:
Tift Sleeve:
Tiftell Scoundrel:
Tig Sit:
Tikblom Problem:
Tikjoerly Timidly:
Tikjore Timid:
Tikkogly Probably:
Tikmid Shy:
Tikonestoe Wednesday:
Tilf Pill:
Till Read:
Tillisk Mystic:
Tilliskinni Mystery:
Tilliskinnus Mysterious:
Tilliskium Mysticism:
Tillnig Reading:
Tillyth or Thomoos Myth:
Tilrue Red:
Tineesh Doctrine:
Tinop Fellow:
Tiyrem Merit:
Tizeech Inspect:
Toar Book:
Toarial Journal:
Toarialist Journalist:
Toartroe Bookstore:
Tobsolin Obsolete:
Tobspurag Ornament:
Todren Method:
Tog Out:
Togethah Coincide:
Togethahboe Coincidence:
Tohnoelak Atlantic:
Tohnoeska Atlanta:
Toid Hang:
Toid Nice:
Toider Hanger:
Toig Sat:
  Toki Trim:
Tokinnig Trimming:
Tokit Trimmed:
Tomar Layer:
Tome Laid:
Tomerrisk Candidate:
Tomi Lay:
Tonjah Risk:
Tontojeda Ammunition:
Tooj Catch:
Toratah Avanue:
Tord Which:
Tordlakkoe Whichever:
Torment: Mu’eem
towgliget Poverty:
Tradeetzin Tradition:
Tradeetzinill Traditional:
Traduk Persist:
Tradukant Persistent:
Trafelt Appeal:
Trageef Aztec:
Trah Ash:
Trah Soot:
Trahnewj Minor:
Trahnewjity Minority:
Trahsheeb Ashtray:
Tran Bus:
Tranaysh Sturdy:
Trang Strong:
Trannoreet Penetrate:
Trasp Sharp:
Traspen Sharpen:
Traspennig Sharpening:
Trastel Cent:
Trastel Coin:
Trat Flat:
Trat Run:
Tratnig Running:
Trattoo Moderate:
Trattooshin Moderation:
Trault Vault:
Trave Shave
Travpattoo: Potatoe Chip
Traw Raw:
Traygayd Traitor:
Traygon Treason:
Traygth Stength:
Traygthen Strengthen:
Tremblon Aspen:
Trepp Send:
Tresoy Betray:
Trespokad Violent:
Trespolanse Violence:
Trespont Violent:
Tressate Violate:
Trest Shirt:
Trikam Confuse:
Trikamnig Confusing:
Trikamshin Confusion:
Trikstot Deceive:
Trikstotiff Deceptive:
Trikstotiff Sly:
Trilten Station:
Triltenary Stationary:
Tripe Font:
Tripunt Tour:
Tripuntist Tourist:
Triski Quarter:
Trixail Cereal:
Trodus Chorus:
Troe Shop:
Trohgwa Swim:
Troke End:
Troleem Confide:
Troleemans Confidence:
Trom High:
TromOpee Highway:
trope Chord:
Troun Tire:
Trounell Wheel:
Trow How:
Trowlakkoe However:
Trufe Ink:
Truin Honest:
Truiny Honesty:
Truski Rely:
Tryt Test:
Tsuboe Acupuncture:
Tulion Presence:
Tunkip Detach:
Turnall Neutral:
Turnay Neuter:
turturshpin Alteration:
Turtushate Alternate:
Tuskory Ivory:
Tuskrib Spell:
Tuskribnig Spelling:
tutursh Alter: 
Twage Fork:
Twane Both:
Twark Stick:
Tweeg Weave:
Tweeve Braid:
Twik Sake:
Twinchell Needle:
Twine Bind:
Twip Lace:
Twisk Twist:
Twispinnil Hurricane:
Twix Alley:
Twixy Ally:
Twon Fraud:
Twort Treat:
Twortent Treatment:
Twynnig Binding:
Tyke Chain:
U
Ubadatomi Animosity:
Ubbendahseet: Abbreviate:
Ubendahseetin: Abbreviation: 
Ubradalam Antagonize:
Ubradolamik Antagonistic:
Ubradolism Antagonism:
Ubraybia Assyria:
Udak Guard:
Udakian Guardian:
Udarban Army:
Udarg Knight:
Udarg Soldier:
Udomfillo Especially:
Udyat Wonder:
Udyattfill Wonderful:
Ugletay Hideous:
Umij War:
Umloffadori Extraordinary:
Umlout Apart:
Uniskrib Paragraph:
Upand Annual:
Urnjarrot Vase:
Urse Use:
Urseol Usual:
Urseoli Usually:
Ursfill Useful:
Ursliss Useless:
Urst Used:
Urt Urge:
Urtan Arson:
Urtweni Urgency:
Utana Knife
Utsquat Utmost:
Uvoit Avoid:
Uvon Invite:
V
Vahld Would:
Vahsar Atone:
Valkri Rival:
Valkrion Rivalry:
Valseni Several:
Vanifon Artery:
Vapokan Vatican:
Varnj Sponge:
Varoom Car:
Varro Six:
Varroth Sixth:
Varrozan Sixty:
Varrozanth Sixtieth:
Varsar Worry:
Varsarse Worse:
Varsarst Worst:
Varsart Worried:
Vartel Boil:
Vas Has:
Vase Have:
Vaseff Possess:
Vashan Maid:
Vashulage Pacific:
Vasoline: Sodeeslip
Vassnok Instruct:
Vassnok Teach:
Vassnokeer Instructor:
Vassnokeer Teacher:
Vassnokshin Instruction:
Vastaboos Archives:
Vayjeront Diligent:
Vaykahdem Sarcasm:
Vaykahdesh Sarcastic:
Veddese Preserve:
Vedsill Sail:
Vedsilleer Sailor:
Vedsillnig Sailing:
Vedsleff Ruin:
Vedsleft Ruined:
Veewig Gamble:
Vefe Wife:
Vegan: Vequrn
Vegitable: Veejurble
Vegitarian: Veejurion
Vekloy Gravy:
Veldannoos Marvelous:
Velden Marvel:
Vellory Interval:
Venbahwan Instrument:
Veno: Wine
Verglukti Solitude:
Verkah Sock:
Verkitch Cover:
Verkitchnig Covering:
Verkitcht Covered:
Verqard Trouble:
Verqardad Troubled:
Verron Rave:
Verrop Never:
Verropdeloss Nevertheless:
Verseal Special:
Versealleer Specialist:
Verseallity Speciality:
Vertrog Clever:
Vessahgwah Infinite:
Vessahgwee Infinity:
Vesurvech Premature:
Vetrayor President:
Vewtam Survey:
Vextentoe Average:
Vez Dose:
Vezim Dosage:
Vezims Dosages:
Vezt Dosed:
Viattanum Vivacious:
Vig Brisk:
Vik Win:
Vikese Scottish:
Vikri Glory:
Vikrual Ritual:
Vikstron Weapon:
  Vikteed Succeed:
Vikteess Success:
Vikteessfill Successful:
Viktesseer Successor:
Viktesshin Succession:
Viktorchatent: Accomplishment: 
Viktorchay: Accomplish: 
Villahd Rural:
Vinpoll Magnet:
Vinpollonig Magnifying:
Vinvanjilloe Appreciate:
Visa Visa:
Vishen Goal:
Vishwahmeshin Graduation:
Vishwahmet Graduate:
Vishwahmetad Graduated:
Vishwahmetnig Graduating:
Vishwami Harmony:
Vishwamitra Hypothesis:
Vishwamitwa Harmonious:
Vishwat Theory:
Viskeez Rash:
Vitustrah Railroad:
Vizzreon Swiss:
Vizzriyith Switzerland:
Vliki Wrap:
Vlikkinnig Wrapping:
Vlikks Wraps:
Vlikt Wrapped:
Vlim Rope:
Vlit Late:
Vliteo Tarty:
Vliter Later:
Vlitly Lately:
Vollot Ballot
Volsh Push:
Vomare Woman:
Vomere or Voty Lady:
Vont Want:
Vopap Mother:
Vorgall Permit:
Vorgallim Permission:
Vorron Shiver:
Vosbont String:
Vosoe Little:
Vouchamp Token:
Vournage Voyage:
Vowch Oath:
Vowch Pledge:
Vowch Swear:
Vowmiss Promise:
Vrain Strain:
